Hotel ID,Price,Suggest Selling Price,Checkin,Checkout,Nights,Price per Night,Adults,Children,Median Price per Night,% Off from Median,Total Median Price,Resort,Stars,Distance,Xeni Link,Hotel Name,Amenities,Image URL,URL,Pass
lp669d5,"$1,137.29 ","$1,233.85 ",3/12/2026,3/16/2026,4,$284.32 ,2,0,$762.23 ,62.70%,3048.9,Niseko United,4,5-10 min walk,0,Chatrium Niseko,Ski storage,https://static.cupid.travel/hotels/ex_w4561h3442x39y6-1f2fb3cb_z.jpg,https://booking.skizi.co/hotels/lp669d5?checkin=2026-03-12&checkout=2026-03-16,"Mountain Collective, IKON"
lp67aa3,$731.45 ,$703.86 ,3/20/2026,3/25/2026,5,$146.29 ,2,0,$389.84 ,62.47%,1949.175,Niseko United,3,5-10 min walk,https://members.skizi.co/url/00c71751-e8e1-4c93-b84e-2788d35f22d3?isPermanentLink=true,Yumoto Niseko Prince Hotel Hirafutei,Ski storage,https://static.cupid.travel/hotels/ex_be80bd05_z.jpg,https://booking.skizi.co/hotels/lp67aa3?checkin=2026-03-20&checkout=2026-03-25,"Mountain Collective, IKON"
lp656c1ed3,$867.80 ,$941.48 ,3/9/2026,3/13/2026,4,$216.95 ,2,0,$547.15 ,60.35%,2188.6,Niseko United,4,Slopeside,https://members.skizi.co/url/8f54e7c9-c2c4-49d4-aa04-f244f1b0922c?isPermanentLink=true,Nikko Style Niseko HANAZONO,Ski storage,https://static.cupid.travel/hotels/ex_7f764f6d_z.jpg,https://booking.skizi.co/hotels/lp656c1ed3?checkin=2026-03-09&checkout=2026-03-13,"Mountain Collective, IKON"
lp98ad8,"$1,069.01 ","$1,010.52 ",3/27/2026,3/31/2026,4,$267.25 ,2,0,$633.46 ,57.81%,2533.84,Niseko United,4,5-10 min walk,0,MUSE Niseko,Ski storage,https://static.cupid.travel/hotels/62368908.jpg,https://booking.skizi.co/hotels/lp98ad8?checkin=2026-03-27&checkout=2026-03-31,"Mountain Collective, IKON"
lp1cd8e,$376.13 ,$408.07 ,3/22/2026,3/27/2026,5,$75.23 ,2,0,$165.33 ,54.50%,826.65,Heavenly,4,5-10 min walk,0,Harveys Lake Tahoe Hotel & Casino,"Fitness center, Restaurant, Bar, Ski storage, Spa",https://static.cupid.travel/hotels/hd/73230584.jpg,https://booking.skizi.co/hotels/lp1cd8e?checkin=2026-03-22&checkout=2026-03-27,EPIC
lp65580663,"$2,156.48 ","$2,079.17 ",3/26/2026,3/31/2026,5,$431.30 ,2,0,$914.20 ,52.82%,4571,Aspen,0,Ski in/ski out,0,Willows Condos by Snowmass Vacations,Hot tub/Jacuzzi,https://static.cupid.travel/hotels/357546135.jpg,https://booking.skizi.co/hotels/lp65580663?checkin=2026-03-26&checkout=2026-03-31,IKON
lp656c40ce,"$2,415.31 ","$2,283.16 ",3/16/2026,3/20/2026,4,$603.83 ,2,0,"$1,217.64 ",50.41%,4870.56,Niseko United,4,Slopeside,https://members.skizi.co/url/ff641e12-487e-4e69-969c-8cf670b9673f?isPermanentLink=true,MUWA NISEKO,Ski storage,https://static.cupid.travel/hotels/ex_38f82379_z.jpg,https://booking.skizi.co/hotels/lp656c40ce?checkin=2026-03-16&checkout=2026-03-20,"Mountain Collective, IKON"
lp656c5bf5,"$3,037.28 ","$2,982.84 ",3/22/2026,3/26/2026,4,$759.32 ,2,0,"$1,481.38 ",48.74%,5925.52,Killington,3,Ski in/Ski out,0,Sunrise Mountain Village by RedAwning,0,https://snaphotelapi.com/hotels/ex_6a7fb71f_z.jpg,https://booking.skizi.co/hotels/lp656c5bf5?checkin=2026-03-22&checkout=2026-03-26,IKON
lp7c5c7,"$6,902.39 ","$6,700.53 ",3/27/2026,3/31/2026,4,"$1,725.60 ",2,0,"$3,335.16 ",48.26%,13340.64,Jackson Hole Mountain Resort,5,Slopeside,0,Teton Private Residences,0,https://static.cupid.travel/hotels/ex_d291e319_z.jpg,https://booking.skizi.co/hotels/lp7c5c7?checkin=2026-03-27&checkout=2026-03-31,"Mountain Collective, IKON"
lp33b51,"$2,145.42 ","$2,558.33 ",3/27/2026,3/31/2026,4,$536.36 ,2,0,"$1,018.22 ",47.32%,4072.86,Park City,3,Slopeside,0,The Lodge at the Mountain Village by ASRL,Ski storage,https://snaphotelapi.com/hotels/ex_3524f1b0_z.jpg,https://booking.skizi.co/hotels/lp33b51?checkin=2026-03-27&checkout=2026-03-31,EPIC
lp527a7,"$4,102.57 ","$4,892.12 ",3/27/2026,3/31/2026,4,"$1,025.64 ",2,0,"$1,937.15 ",47.05%,7748.6,Park City,0,Slopeside,0,The Caledonian,"Hot tub/Jacuzzi, Ski storage",https://snaphotelapi.com/hotels/15244650.jpg,https://booking.skizi.co/hotels/lp527a7?checkin=2026-03-27&checkout=2026-03-31,EPIC
lp656c9851,"$5,344.39 ","$6,141.01 ",3/27/2026,3/31/2026,4,"$1,336.10 ",2,0,"$2,512.14 ",46.81%,10048.56,Park City,4,Ski in/Ski out,0,Lift by All Seasons Resort Lodging,0,https://static.cupid.travel/hotels/ex_dc927ab5_z.jpg,https://booking.skizi.co/hotels/lp656c9851?checkin=2026-03-27&checkout=2026-03-31,EPIC
lp66f37,"$1,521.70 ","$1,688.23 ",3/27/2026,3/31/2026,4,$380.43 ,2,0,$713.35 ,46.67%,2853.4,Telluride Ski Resort,4,Slopeside,0,Ice House Suites and Condominiums,0,https://static.cupid.travel/hotels/ex_c8a20207_z.jpg,https://booking.skizi.co/hotels/lp66f37?checkin=2026-03-27&checkout=2026-03-31,EPIC
lp3cf67,$682.78 ,$740.76 ,2/1/2026,2/5/2026,4,$170.70 ,2,0,$319.37 ,46.55%,1277.48,Crested Butte,4,Slopeside,0,Elevation Hotel & Spa,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Massage, Ski storage, Spa",https://static.cupid.travel/hotels/458103685.jpg,https://booking.skizi.co/hotels/lp3cf67?checkin=2026-02-01&checkout=2026-02-05,EPIC
lp7bbed,"$2,224.27 ","$2,895.74 ",3/27/2026,3/31/2026,4,$556.07 ,2,0,"$1,031.14 ",46.07%,4124.56,Park City,0,Slopeside,0,The Loft at Mountain Village by All Seasons Resort Lodging,0,https://static.cupid.travel/hotels/504278114.jpg,https://booking.skizi.co/hotels/lp7bbed?checkin=2026-03-27&checkout=2026-03-31,EPIC
lp6556e174,"$3,308.55 ","$3,127.52 ",3/15/2026,3/19/2026,4,$827.14 ,2,0,"$1,503.24 ",44.98%,6012.96,Niseko United,4,5-10 min walk,0,Foxwood B by H2 Life,0,https://static.cupid.travel/hotels/ex_7f11943d_z.jpg,https://booking.skizi.co/hotels/lp6556e174?checkin=2026-03-15&checkout=2026-03-19,"Mountain Collective, IKON"
lp350c3,"$2,738.74 ","$2,588.89 ",3/26/2026,3/31/2026,5,$547.75 ,2,0,$993.70 ,44.88%,4968.5,Steamboat,3,5-10 min walk,0,La Casa,Ski storage,https://static.cupid.travel/hotels/ex_0d2d8193_z.jpg,https://booking.skizi.co/hotels/lp350c3?checkin=2026-03-26&checkout=2026-03-31,IKON
lp4bc5f,"$2,275.66 ","$2,835.98 ",2/22/2026,2/27/2026,5,$455.13 ,2,0,$823.62 ,44.74%,4118.075,Northstar,4,Ski in/Ski out,0,Hyatt Vacation Club at Northstar Lodge,"Fitness center, Hot tub/Jacuzzi, Ski storage",https://snaphotelapi.com/hotels/346776266.jpg,https://booking.skizi.co/hotels/lp4bc5f?checkin=2026-02-22&checkout=2026-02-27,EPIC
lp1e3b3,$500.76 ,$543.28 ,2/1/2026,2/6/2026,5,$100.15 ,2,0,$178.54 ,43.91%,892.7,Heavenly,4,5-10 min walk,0,Harrah's Lake Tahoe Hotel & Casino,"Fitness center, Restaurant, Bar, Massage, Spa, Ski storage",https://static.cupid.travel/hotels/427204784.jpg,https://booking.skizi.co/hotels/lp1e3b3?checkin=2026-02-01&checkout=2026-02-06,EPIC
lp41b5f,$793.28 ,$875.60 ,3/27/2026,3/31/2026,4,$198.32 ,2,0,$349.88 ,43.32%,1399.5,Niseko United,5,Slopeside,https://members.skizi.co/url/db4abc1b-09a2-467c-a359-75bdaf2b8a77?isPermanentLink=true,Hilton Niseko Village,"Restaurant, Pets allowed, Ski storage",https://static.cupid.travel/hotels/483828206.jpg,https://booking.skizi.co/hotels/lp41b5f?checkin=2026-03-27&checkout=2026-03-31,"Mountain Collective, IKON"
lp326f7,"$1,419.21 ","$1,543.72 ",3/27/2026,3/31/2026,4,$354.80 ,2,0,$618.63 ,42.65%,2474.5,Aspen,3,Ski in/ski out,0,Mountain Chalet Snowmass,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Ski storage",https://static.cupid.travel/hotels/8127545.jpg,https://booking.skizi.co/hotels/lp326f7?checkin=2026-03-27&checkout=2026-03-31,IKON
lp83f5e,"$3,754.54 ","$3,740.37 ",3/13/2026,3/18/2026,5,$750.91 ,2,0,"$1,280.27 ",41.35%,6401.35,Niseko United,4,5-10 min walk,0,Hirafu 188,Ski storage,https://static.cupid.travel/hotels/ex_4bcca4a9_z.jpg,https://booking.skizi.co/hotels/lp83f5e?checkin=2026-03-13&checkout=2026-03-18,"Mountain Collective, IKON"
lpb85f1,"$2,291.80 ","$2,166.40 ",3/21/2026,3/26/2026,5,$458.36 ,2,0,$779.73 ,41.22%,3898.65,Niseko United,3,5-10 min walk,0,Kira Kira Suites by H2 Life,"Massage, Ski storage",https://static.cupid.travel/hotels/343385250.jpg,https://booking.skizi.co/hotels/lpb85f1?checkin=2026-03-21&checkout=2026-03-26,"Mountain Collective, IKON"
lp31713,"$1,682.32 ","$1,825.16 ",3/22/2026,3/26/2026,4,$420.58 ,2,0,$713.73 ,41.07%,2854.92,Zermatt Ski Resort,3,<5 min walk to lifts,0,Hotel Walliserhof Zermatt,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Ski storage",https://static.cupid.travel/hotels/255917513.jpg,https://booking.skizi.co/hotels/lp31713?checkin=2026-03-22&checkout=2026-03-26,IKON
lp3640e,$872.31 ,"$1,207.25 ",3/22/2026,3/27/2026,5,$174.46 ,2,0,$289.17 ,39.67%,1445.85,Whistler Blackcomb,4,Shuttle,0,Summit Lodge Boutique Hotel by Paradox,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Massage, Ski storage",https://static.cupid.travel/hotels/28083790.jpg,https://booking.skizi.co/hotels/lp3640e?checkin=2026-03-22&checkout=2026-03-27,EPIC
lp357c3,"$2,135.63 ","$2,546.64 ",3/27/2026,3/31/2026,4,$533.91 ,2,0,$882.80 ,39.52%,3531.18,Park City,4,5-10 min walk,0,Silver King by All Seasons Resort Lodging,Ski storage,https://static.cupid.travel/hotels/ex_77ad3ece_z.jpg,https://booking.skizi.co/hotels/lp357c3?checkin=2026-03-27&checkout=2026-03-31,EPIC
lp36732,"$1,137.60 ","$1,335.09 ",3/27/2026,3/31/2026,4,$284.40 ,2,0,$468.31 ,39.27%,1873.24,Park City,0,Slopeside,0,Red Pine Condominiums,Hot tub/Jacuzzi,https://static.cupid.travel/hotels/15248196.jpg,https://booking.skizi.co/hotels/lp36732?checkin=2026-03-27&checkout=2026-03-31,EPIC
lp65590f12,"$4,564.67 ","$4,426.87 ",3/23/2026,3/27/2026,4,"$1,141.17 ",2,0,"$1,860.85 ",38.67%,7443.4,Killington,3,Ski in/Ski out,0,"Sunrise West Glade: 3br, 3ba Ski In/ski Out Condo 3 Bedroom Condo",0,https://static.cupid.travel/hotels/ex_9c252c04_z.jpg,https://booking.skizi.co/hotels/lp65590f12?checkin=2026-03-23&checkout=2026-03-27,IKON
lp6556c6b1,$842.96 ,$947.94 ,3/9/2026,3/13/2026,4,$210.74 ,2,0,$338.80 ,37.80%,1355.2,Heavenly,3,5-10 min walk,0,"Brand New Boutique Stay - Stateline, Heavenly, Beach - South Lake Chalet",0,https://snaphotelapi.com/hotels/ex_9221e282_z.jpg,https://booking.skizi.co/hotels/lp6556c6b1?checkin=2026-03-09&checkout=2026-03-13,EPIC
lpe9ee5,"$2,531.76 ","$2,393.23 ",3/25/2026,3/29/2026,4,$632.94 ,2,0,"$1,014.15 ",37.59%,4056.6,Niseko United,4,5-10 min walk,0,Foxwood E by H2 Life,0,https://static.cupid.travel/hotels/ex_b2ce4b33_z.jpg,https://booking.skizi.co/hotels/lpe9ee5?checkin=2026-03-25&checkout=2026-03-29,"Mountain Collective, IKON"
lp29bec,$288.41 ,$312.89 ,2/2/2026,2/6/2026,4,$72.10 ,2,0,$115.28 ,37.46%,461.12,Heavenly,4,5-10 min walk,0,Golden Nugget Lake Tahoe,"Fitness center, Restaurant, Pets allowed, Bar, Ski storage",https://static.cupid.travel/hotels/494448008.jpg,https://booking.skizi.co/hotels/lp29bec?checkin=2026-02-02&checkout=2026-02-06,EPIC
lp1febe,$380.67 ,$475.13 ,3/22/2026,3/27/2026,5,$76.13 ,2,0,$121.46 ,37.32%,607.3,Heavenly,4,5-10 min walk,0,Bally's Lake Tahoe Casino Resort,"Fitness center, Restaurant, Pets allowed, Bar, Hot tub/Jacuzzi, Massage, Spa, Ski storage",https://snaphotelapi.com/hotels/196535656.jpg,https://booking.skizi.co/hotels/lp1febe?checkin=2026-03-22&checkout=2026-03-27,EPIC
lp37f36,"$1,147.79 ","$1,245.25 ",3/27/2026,3/31/2026,4,$286.95 ,2,0,$457.13 ,37.23%,1828.52,Whistler Blackcomb,4,5-10 min walk,0,Pan Pacific Whistler Village Centre,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Massage, Ski storage",https://static.cupid.travel/hotels/251498818.jpg,https://booking.skizi.co/hotels/lp37f36?checkin=2026-03-27&checkout=2026-03-31,EPIC
lp65584fb7,"$10,886.49 ","$14,368.12 ",3/23/2026,3/27/2026,4,"$2,721.62 ",2,0,"$4,313.54 ",36.91%,17254.16,Telluride Ski Resort,4,5-10min walk,0,Ute Lodge by Avantstay Cozy Expansive Mountain Home Close to the Slopes!,0,https://static.cupid.travel/hotels/ex_48321a95_z.jpg,https://booking.skizi.co/hotels/lp65584fb7?checkin=2026-03-23&checkout=2026-03-27,EPIC
lp65620,"$1,933.64 ","$2,298.48 ",2/8/2026,2/12/2026,4,$483.41 ,2,0,$766.13 ,36.90%,3064.52,Park City,3,Slopeside,0,Sundial Lodge by All Seasons Resort Lodging,"Fitness center, Hot tub/Jacuzzi, Ski storage",https://snaphotelapi.com/hotels/15249069.jpg,https://booking.skizi.co/hotels/lp65620?checkin=2026-02-08&checkout=2026-02-12,EPIC
lp186913,"$2,325.89 ","$2,523.38 ",3/22/2026,3/26/2026,4,$581.47 ,2,0,$920.20 ,36.81%,3680.78,Park City,4,5-10 min walk,0,The Residences at Blackstone,0,https://static.cupid.travel/hotels/ex_5459d9f0_z.jpg,https://booking.skizi.co/hotels/lp186913?checkin=2026-03-22&checkout=2026-03-26,EPIC
lp6557eaff,"$6,007.04 ","$6,449.06 ",2/2/2026,2/6/2026,4,"$1,501.76 ",2,0,"$2,368.95 ",36.61%,9475.8,Deer Valley Resort,4,5-10 min walk,0,Black Bear Lodge 2 Bedrooms BBL-251 by KBM,0,https://static.cupid.travel/hotels/ex_f9c663a9_z.jpg,https://booking.skizi.co/hotels/lp6557eaff?checkin=2026-02-02&checkout=2026-02-06,IKON
lp35230,$567.60 ,"$1,020.62 ",3/16/2026,3/20/2026,4,$141.90 ,2,0,$223.61 ,36.54%,894.44,Mammoth Mountain,3,Ski in/Ski out,0,Mammoth Mountain Inn,"Pets allowed, Hot tub/Jacuzzi, Ski storage",https://static.cupid.travel/hotels/38111951.jpg,https://booking.skizi.co/hotels/lp35230?checkin=2026-03-16&checkout=2026-03-20,IKON
lp2b1e0,"$1,416.89 ","$1,470.36 ",3/22/2026,3/26/2026,4,$354.22 ,2,0,$557.39 ,36.45%,2229.54,Steamboat,3,Slopeside,0,Gravity Haus Steamboat,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Ski storage",https://static.cupid.travel/hotels/529852548.jpg,https://booking.skizi.co/hotels/lp2b1e0?checkin=2026-03-22&checkout=2026-03-26,IKON
lpaf15f,"$2,469.36 ","$2,646.42 ",3/7/2026,3/12/2026,5,$493.87 ,2,0,$774.76 ,36.26%,3873.8,Whistler Blackcomb,0,Ski in/Ski Out,0,Powderhorn by Whistler Premier,Hot tub/Jacuzzi,https://static.cupid.travel/hotels/497962945.jpg,https://booking.skizi.co/hotels/lpaf15f?checkin=2026-03-07&checkout=2026-03-12,EPIC
lp6558529c,"$6,932.66 ","$8,711.61 ",3/22/2026,3/26/2026,4,"$1,733.17 ",2,0,"$2,707.21 ",35.98%,10828.84,Park City,4,Ski in/Ski out,0,"Silverado by Avantstay Snowboarder's & Skiers Paradise w/ Hot Tub, Views & Easy Slope Access!",0,https://snaphotelapi.com/hotels/ex_d7960a66_z.jpg,https://booking.skizi.co/hotels/lp6558529c?checkin=2026-03-22&checkout=2026-03-26,EPIC
lp32704,$886.25 ,$952.30 ,3/22/2026,3/26/2026,4,$221.56 ,2,0,$345.96 ,35.96%,1383.84,Whistler Blackcomb,3,Slopeside,0,"Listel Whistler, a Coast Hotel","Restaurant, Pets allowed, Hot tub/Jacuzzi",https://static.cupid.travel/hotels/622350726.jpg,https://booking.skizi.co/hotels/lp32704?checkin=2026-03-22&checkout=2026-03-26,EPIC
lp535ff,"$1,430.12 ","$1,442.26 ",3/22/2026,3/26/2026,4,$357.53 ,2,0,$555.13 ,35.60%,2220.52,Whistler Blackcomb,4,Shuttle,0,Northstar at Stoney Creek by Whiski Jack,Ski storage,https://static.cupid.travel/hotels/186469972.jpg,https://booking.skizi.co/hotels/lp535ff?checkin=2026-03-22&checkout=2026-03-26,EPIC
lp32710,"$2,062.32 ","$2,422.26 ",2/1/2026,2/5/2026,4,$515.58 ,2,0,$790.89 ,34.81%,3163.56,Beaver Creek,3,5-10 min walk,0,St. James Place,"Hot tub/Jacuzzi, Ski storage",https://static.cupid.travel/hotels/450154942.jpg,https://booking.skizi.co/hotels/lp32710?checkin=2026-02-01&checkout=2026-02-05,EPIC
lp3489e,"$1,080.30 ","$1,127.19 ",3/23/2026,3/27/2026,4,$270.08 ,2,0,$412.98 ,34.60%,1651.92,Telluride Ski Resort,3,5-10min walk,0,The Victorian Inn,Hot tub/Jacuzzi,https://static.cupid.travel/hotels/79544919.jpg,https://booking.skizi.co/hotels/lp3489e?checkin=2026-03-23&checkout=2026-03-27,EPIC
lp4080f,"$1,341.08 ","$1,267.70 ",3/1/2026,3/6/2026,5,$268.22 ,2,0,$408.30 ,34.31%,2041.5,Winter Park Resort,3,5-10 min walk,0,Fraser Crossing and Founders Pointe,"Hot tub/Jacuzzi, Ski storage",https://static.cupid.travel/hotels/163434173.jpg,https://booking.skizi.co/hotels/lp4080f?checkin=2026-03-01&checkout=2026-03-06,IKON
lpb36ff,"$2,670.55 ","$2,897.30 ",3/22/2026,3/27/2026,5,$534.11 ,2,0,$811.26 ,34.16%,4056.3,Heavenly,0,5-10 min walk,0,Zalanta 220 - Heavenly Wow-Pool View,"Fitness center, Restaurant, Hot tub/Jacuzzi, Ski storage",https://static.cupid.travel/hotels/hd/559936231.jpg,https://booking.skizi.co/hotels/lpb36ff?checkin=2026-03-22&checkout=2026-03-27,EPIC
lpdd87c,"$1,906.86 ","$1,802.53 ",2/2/2026,2/6/2026,4,$476.72 ,2,0,$722.78 ,34.04%,2891.1,Breckenridge Ski Resort,0,Slopeside,0,Grand Lodge on Peak 7,"Fitness center, Restaurant, Bar, Hot tub/Jacuzzi, Spa",https://static.cupid.travel/hotels/hd/505865568.jpg,https://booking.skizi.co/hotels/lpdd87c?checkin=2026-02-02&checkout=2026-02-06,EPIC
lp65584e0b,"$5,595.96 ","$6,994.96 ",3/22/2026,3/26/2026,4,"$1,398.99 ",2,0,"$2,112.44 ",33.77%,8449.76,Park City,4,5-10 min walk,0,Quittin Time Townhouse Peaceful Mountain Ski-in-ski-out Retreat! Close to Town,0,https://static.cupid.travel/hotels/ex_w2877h1920x0y0-73b32f53_z.jpg,https://booking.skizi.co/hotels/lp65584e0b?checkin=2026-03-22&checkout=2026-03-26,EPIC
lpc19f6,"$1,918.26 ","$2,001.51 ",3/23/2026,3/27/2026,4,$479.57 ,2,0,$721.30 ,33.51%,2885.2,Killington,0,Ski in/Ski out,0,Ski in/out Spruce Glen Townhomes on Great Eastern Trail,"Pets allowed, Ski storage",https://static.cupid.travel/hotels/229595188.jpg,https://booking.skizi.co/hotels/lpc19f6?checkin=2026-03-23&checkout=2026-03-27,IKON
lp853db,"$7,007.85 ","$6,822.74 ",3/22/2026,3/27/2026,5,"$1,401.57 ",2,0,"$2,096.37 ",33.14%,10481.85,Park City,5,Slopeside,0,Hyatt at the Canyons by Lespri Management,"Fitness center, Hot tub/Jacuzzi, Ski storage",https://snaphotelapi.com/hotels/452383363.jpg,https://booking.skizi.co/hotels/lp853db?checkin=2026-03-22&checkout=2026-03-27,EPIC
lp65583aca,"$6,613.46 ","$8,666.14 ",3/23/2026,3/27/2026,4,"$1,653.37 ",2,0,"$2,469.99 ",33.06%,9879.94,Telluride Ski Resort,4,5-10min walk,0,Villas At Tristant 137 by Avantstay Ski In/ Ski Out Home w/ Panoramic Views & Hot Tub,0,https://static.cupid.travel/hotels/ex_7d55f416_z.jpg,https://booking.skizi.co/hotels/lp65583aca?checkin=2026-03-23&checkout=2026-03-27,EPIC
lp93918,"$9,553.54 ","$10,725.21 ",2/3/2026,2/8/2026,5,"$1,910.71 ",2,0,"$2,841.68 ",32.76%,14208.4,Aspen,4,Slopeside,0,Durant Condominiums by Frias,0,https://static.cupid.travel/hotels/ex_e255879c_z.jpg,https://booking.skizi.co/hotels/lp93918?checkin=2026-02-03&checkout=2026-02-08,IKON
lp9406b,$754.76 ,"$1,170.59 ",2/1/2026,2/5/2026,4,$188.69 ,2,0,$280.37 ,32.70%,1121.48,Banff Sunshine,4,Shuttle,0,Moose Hotel and Suites,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Massage, Ski storage, Spa",https://static.cupid.travel/hotels/126740279.jpg,https://booking.skizi.co/hotels/lp9406b?checkin=2026-02-01&checkout=2026-02-05,"Mountain Collective, IKON"
lp65584e07,"$2,716.57 ","$3,405.98 ",3/26/2026,3/31/2026,5,$543.31 ,2,0,$806.68 ,32.65%,4033.4,Park City,3,5-10 min walk,0,Kokopelli by Avantstay Close to the Ski Slopes in This Majestic Home in Park City,0,https://static.cupid.travel/hotels/ex_2394e2ad_z.jpg,https://booking.skizi.co/hotels/lp65584e07?checkin=2026-03-26&checkout=2026-03-31,EPIC
lp22768,"$6,607.54 ","$7,168.56 ",3/27/2026,3/31/2026,4,"$1,651.89 ",2,0,"$2,451.59 ",32.62%,9806.36,Aspen,5,Slopeside,0,St. Regis Aspen Resort,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Massage, Ski storage, Spa",https://static.cupid.travel/hotels/448684704.jpg,https://booking.skizi.co/hotels/lp22768?checkin=2026-03-27&checkout=2026-03-31,IKON
lp65590812,$822.58 ,$845.08 ,3/22/2026,3/27/2026,5,$164.52 ,2,0,$243.96 ,32.56%,1219.775,Heavenly,0,5-10 min walk,0,Adventure Lodge,Pets allowed,https://snaphotelapi.com/hotels/522716964.jpg,https://booking.skizi.co/hotels/lp65590812?checkin=2026-03-22&checkout=2026-03-27,EPIC
lp655835a6,"$2,418.44 ","$2,981.98 ",3/27/2026,3/31/2026,4,$604.61 ,2,0,$894.27 ,32.39%,3577.08,Telluride Ski Resort,4,5-10min walk,0,Double Diamond 23 by Avantstay Close to Town & The Slopes!,0,https://static.cupid.travel/hotels/ex_ba7ef328_z.jpg,https://booking.skizi.co/hotels/lp655835a6?checkin=2026-03-27&checkout=2026-03-31,EPIC
lp4020a,"$1,204.71 ","$1,411.55 ",2/16/2026,2/20/2026,4,$301.18 ,2,0,$445.21 ,32.35%,1780.84,Crested Butte,4,5-10 min walk,0,The Lodge at Mountaineer Square,Ski storage,https://static.cupid.travel/hotels/557098047.jpg,https://booking.skizi.co/hotels/lp4020a?checkin=2026-02-16&checkout=2026-02-20,EPIC
lp6556db2d,"$3,825.64 ","$3,890.61 ",3/22/2026,3/27/2026,5,$765.13 ,2,0,"$1,130.20 ",32.30%,5651,Heavenly,4,5-10 min walk,0,Tahoe Woods Villa,0,https://static.cupid.travel/hotels/ex_ab643b7c_z.jpg,https://booking.skizi.co/hotels/lp6556db2d?checkin=2026-03-22&checkout=2026-03-27,EPIC
lp40de1,"$2,499.03 ","$2,711.22 ",2/8/2026,2/13/2026,5,$499.81 ,2,0,$737.58 ,32.24%,3687.9,Beaver Creek,4,Slopeside,0,"The Westin Riverfront Resort & Spa, Avon, Vail Valley","Restaurant, Pets allowed, Hot tub/Jacuzzi, Massage, Ski storage",https://static.cupid.travel/hotels/460211470.jpg,https://booking.skizi.co/hotels/lp40de1?checkin=2026-02-08&checkout=2026-02-13,EPIC
lp224385,"$3,284.17 ","$3,563.03 ",3/26/2026,3/30/2026,4,$821.04 ,2,0,"$1,203.79 ",31.80%,4815.14,Niseko United,5,Ski in/Ski out,https://members.skizi.co/url/fc126a47-0102-4311-838c-0bf7b314e23f?isPermanentLink=true,Park Hyatt Niseko Hanazono,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Massage, Ski storage, Spa",https://static.cupid.travel/hotels/502040882.jpg,https://booking.skizi.co/hotels/lp224385?checkin=2026-03-26&checkout=2026-03-30,"Mountain Collective, IKON"
lp354b5,$563.67 ,$681.22 ,2/1/2026,2/5/2026,4,$140.92 ,2,0,$206.59 ,31.79%,826.36,Banff Sunshine,3,Shuttle,0,The Hidden Ridge Resort,"Pets allowed, Hot tub/Jacuzzi, Ski storage",https://static.cupid.travel/hotels/24752225.jpg,https://booking.skizi.co/hotels/lp354b5?checkin=2026-02-01&checkout=2026-02-05,"Mountain Collective, IKON"
lp2a0da,$685.51 ,$750.18 ,2/8/2026,2/13/2026,5,$137.10 ,2,0,$200.80 ,31.72%,1003.975,Banff Sunshine,3,Shuttle,0,Elk + Avenue Hotel,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Ski storage",https://static.cupid.travel/hotels/507465712.jpg,https://booking.skizi.co/hotels/lp2a0da?checkin=2026-02-08&checkout=2026-02-13,"Mountain Collective, IKON"
lp36501,"$1,468.51 ","$1,597.34 ",3/27/2026,3/31/2026,4,$367.13 ,2,0,$537.51 ,31.70%,2150.04,Aspen,3,Ski in/ski out,0,Laurelwood Condominiums,0,https://static.cupid.travel/hotels/ex_0aa85a4f_z.jpg,https://booking.skizi.co/hotels/lp36501?checkin=2026-03-27&checkout=2026-03-31,IKON
lp656cad12,"$6,529.96 ","$6,172.66 ",3/2/2026,3/6/2026,4,"$1,632.49 ",2,0,"$2,379.89 ",31.40%,9519.56,Northstar,4,5-10 min walk,0,Only Northstar Village Adjoining Condos,Ski storage,https://snaphotelapi.com/hotels/ex_10167908_z.jpg,https://booking.skizi.co/hotels/lp656cad12?checkin=2026-03-02&checkout=2026-03-06,EPIC
lp6556db28,"$3,243.02 ","$3,291.98 ",3/22/2026,3/27/2026,5,$648.60 ,2,0,$945.33 ,31.39%,4726.65,Heavenly,4,5-10 min walk,0,Tahoe Woods Heavenly,0,https://static.cupid.travel/hotels/ex_0a486474_z.jpg,https://booking.skizi.co/hotels/lp6556db28?checkin=2026-03-22&checkout=2026-03-27,EPIC
lp6063e,"$4,372.56 ","$4,376.68 ",3/26/2026,3/31/2026,5,$874.51 ,2,0,"$1,273.46 ",31.33%,6367.3,Beaver Creek,4,5-10 min walk,0,Creekside at Beaver Creek,"Hot tub/Jacuzzi, Ski storage",https://static.cupid.travel/hotels/310735210.jpg,https://booking.skizi.co/hotels/lp6063e?checkin=2026-03-26&checkout=2026-03-31,EPIC
